Mod:Item:MetaData, Localized Name
gregtech:fluid_pipe:95, Tiny Bronze Pipe
gregtech:fluid_pipe:1095, Small Bronze Pipe
gregtech:fluid_pipe:2095, Medium Bronze Pipe
gregtech:fluid_pipe:3095, Large Bronze Pipe
gregtech:fluid_pipe:18, Tiny Copper Pipe
gregtech:fluid_pipe:1018, Small Copper Pipe
gregtech:fluid_pipe:2018, Medium Copper Pipe
gregtech:fluid_pipe:3018, Large Copper Pipe
gregtech:fluid_pipe:141, Tiny Polyethylene Pipe
gregtech:fluid_pipe:1141, Small Polyethylene Pipe
gregtech:fluid_pipe:2141, Medium Polyethylene Pipe
gregtech:fluid_pipe:3141, Large Polyethylene Pipe
gregtech:fluid_pipe:145, Tiny Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:1145, Small Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:2145, Medium Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:3145, Large Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:183, Tiny Stainless Steel Pipe
gregtech:fluid_pipe:1183, Small Stainless Steel Pipe
gregtech:fluid_pipe:2183, Medium Stainless Steel Pipe
gregtech:fluid_pipe:3183, Large Stainless Steel Pipe
gregtech:fluid_pipe:184, Tiny Steel Pipe
gregtech:fluid_pipe:1184, Small Steel Pipe
gregtech:fluid_pipe:2184, Medium Steel Pipe
gregtech:fluid_pipe:3184, Large Steel Pipe
gregtech:fluid_pipe:72, Tiny Titanium Pipe
gregtech:fluid_pipe:1072, Small Titanium Pipe
gregtech:fluid_pipe:2072, Medium Titanium Pipe
gregtech:fluid_pipe:3072, Large Titanium Pipe
gregtech:fluid_pipe:235, Tiny Tungstensteel Pipe
gregtech:fluid_pipe:1235, Small Tungstensteel Pipe
gregtech:fluid_pipe:2235, Medium Tungstensteel Pipe
gregtech:fluid_pipe:3235, Large Tungstensteel Pipe
gregtech:fluid_pipe:192, Tiny Ultimet Pipe
gregtech:fluid_pipe:1192, Small Ultimet Pipe
gregtech:fluid_pipe:2192, Medium Ultimet Pipe
gregtech:fluid_pipe:3192, Large Ultimet Pipe
gregtech:fluid_pipe:196, Tiny Wood Pipe
gregtech:fluid_pipe:1196, Small Wood Pipe
gregtech:fluid_pipe:2196, Medium Wood Pipe
gregtech:fluid_pipe:3196, Large Wood Pipe
gregtech:boiler_casing:0, Bronze Pipe Casing
gregtech:boiler_casing:1, Steel Pipe Casing
gregtech:boiler_casing:2, Titanium Pipe Casing
gregtech:boiler_casing:3, Tungstensteel Pipe Casing
gregtech:boiler_firebox_casing:0, Bronze Firebox Casing
gregtech:boiler_firebox_casing:1, Steel Firebox Casing
gregtech:boiler_firebox_casing:2, Titanium Firebox Casing
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Machine Casing
gregtech:metal_casing:1, Firebricks
gregtech:metal_casing:2, Heat Proof Machine Casing
gregtech:metal_casing:3, Frost Proof Machine Casing
gregtech:metal_casing:4, Solid Steel Machine Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Machine Casing
gregtech:metal_casing:7, Robust Tungstensteel Machine Casing
gregtech:metal_casing:8, Coke Oven Bricks
gregtech:turbine_casing:0, Bronze Gear Box Casing
gregtech:turbine_casing:1, Steel Gear Box Casing
gregtech:turbine_casing:2, Titanium Gear Box Casing
gregtech:turbine_casing:3, Steel Turbine Casing
gregtech:turbine_casing:4, Titanium Turbine Casing
gregtech:turbine_casing:5, Stainless Turbine Casing
gregtech:turbine_casing:6, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, MAX Machine Casing
gregtech:machine_casing:10, Bronze Hull
gregtech:machine_casing:11, Bricked Bronze Hull
gregtech:machine_casing:12, Steel Hull
gregtech:machine_casing:13, Bricked Steel Hull
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Grate Machine Casing
gregtech:multiblock_casing:2, Assembler Machine Casing
gregtech:multiblock_casing:3, Fusion Machine Casing
gregtech:multiblock_casing:4, Fusion Machine Casing MK II
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Naquadah Alloy Coil Block
gregtech:wire_coil:7, Superconducting Coil Block
gregtech:wire_coil:8, Fusion Coil Block
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:granite:0, Black Granite
gregtech:granite:4, Black Granite Cobblestone
gregtech:granite:8, Mossy Black Granite Cobblestone
gregtech:granite:12, Chiseled Black Granite
gregtech:granite:1, Red Granite
gregtech:granite:5, Red Granite Cobblestone
gregtech:granite:9, Mossy Red Granite Cobblestone
gregtech:granite:13, Chiseled Red Granite
gregtech:granite:2, Black Granite Bricks
gregtech:granite:6, Cracked Black Granite Bricks
gregtech:granite:10, Mossy Black Granite Bricks
gregtech:granite:14, Chiseled Black Granite Bricks
gregtech:granite:3, Red Granite Bricks
gregtech:granite:7, Cracked Red Granite Bricks
gregtech:granite:11, Mossy Red Granite Bricks
gregtech:granite:15, Chiseled Red Granite Bricks
gregtech:mineral:0, Marble
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:compressed_5:0, Block of Charcoal
gregtech:compressed_5:1, Block of Chromite
gregtech:compressed_5:2, Block of Cinnabar
gregtech:compressed_5:3, Block of Cobaltite
gregtech:compressed_5:4, Block of Sheldonite
gregtech:compressed_5:5, Block of Cupronickel
gregtech:compressed_5:6, Block of Dark Ashes
gregtech:compressed_5:7, Block of Electrum
gregtech:compressed_5:8, Block of Galena
gregtech:compressed_5:9, Block of Garnierite
gregtech:compressed_5:10, Block of Green Sapphire
gregtech:compressed_5:11, Block of Grossular
gregtech:compressed_5:12, Block of Ilmenite
gregtech:compressed_5:13, Block of Rutile
gregtech:compressed_5:14, Block of Bauxite
gregtech:compressed_5:15, Block of Magnesium Chloride
gregtech:compressed_1:0, Block of Dysprosium
gregtech:compressed_1:1, Block of Erbium
gregtech:compressed_1:2, Block of Europium
gregtech:compressed_1:3, Block of Gadolinium
gregtech:compressed_1:4, Block of Gallium
gregtech:compressed_1:5, Block of Holmium
gregtech:compressed_1:6, Block of Indium
gregtech:compressed_1:7, Block of Iridium
gregtech:compressed_1:8, Block of Lanthanum
gregtech:compressed_1:9, Block of Lead
gregtech:compressed_1:10, Block of Lithium
gregtech:compressed_1:11, Block of Lutetium
gregtech:compressed_1:12, Block of Magnesium
gregtech:compressed_1:13, Block of Manganese
gregtech:compressed_1:14, Block of Molybdenum
gregtech:compressed_1:15, Block of Neodymium
gregtech:compressed_15:0, Block of Nether Star
gregtech:compressed_15:1, Block of Cocoa
gregtech:compressed_15:2, Block of Ytterbium
gregtech:compressed_15:3, Block of Fireclay
gregtech:compressed_15:4, Block of Coal Coke
gregtech:compressed_15:5, Block of Tenorite
gregtech:compressed_15:6, Block of Cuprite
gregtech:compressed_15:7, Block of Bornite
gregtech:compressed_15:8, Block of Chalcocite
gregtech:compressed_15:9, Block of Enargite
gregtech:compressed_15:10, Block of Tennantite
gregtech:compressed_15:11, Block of Borosilicate Glass
gregtech:compressed_15:12, Block of Sodium Hydroxide
gregtech:compressed_15:13, Block of Quicklime
gregtech:compressed_15:14, Block of Sodium Bisulfate
gregtech:compressed_15:15, Block of Silicone Rubber
gregtech:compressed_12:0, Block of Basaltic Mineral Sand
gregtech:compressed_12:1, Block of Granitic Mineral Sand
gregtech:compressed_12:2, Block of Garnet Sand
gregtech:compressed_12:3, Block of Quartz Sand
gregtech:compressed_12:4, Block of Bastnasite
gregtech:compressed_12:5, Block of Pentlandite
gregtech:compressed_12:6, Block of Spodumene
gregtech:compressed_12:7, Block of Pollucite
gregtech:compressed_12:8, Block of Lepidolite
gregtech:compressed_12:9, Block of Glauconite
gregtech:compressed_12:10, Block of Glauconite Sand
gregtech:compressed_12:11, Block of Vermiculite
gregtech:compressed_12:12, Block of Bentonite
gregtech:compressed_12:13, Block of Fullers Earth
gregtech:compressed_12:14, Block of Pitchblende
gregtech:compressed_12:15, Block of Monazite
gregtech:compressed_14:0, Block of Magnetic Neodymium
gregtech:compressed_14:1, Block of Tungstencarbide
gregtech:compressed_14:2, Block of Vanadiumsteel
gregtech:compressed_14:3, Block of HSS-G
gregtech:compressed_14:4, Block of HSS-E
gregtech:compressed_14:5, Block of HSS-S
gregtech:compressed_14:6, Block of Naquadah
gregtech:compressed_14:7, Block of Naquadah Alloy
gregtech:compressed_14:8, Block of Enriched Naquadah
gregtech:compressed_14:9, Block of Naquadria
gregtech:compressed_14:10, Block of Tritanium
gregtech:compressed_14:11, Block of Duranium
gregtech:compressed_14:12, Block of Borax
gregtech:compressed_14:13, Block of Gunpowder
gregtech:compressed_14:14, Block of Paper
gregtech:compressed_14:15, Block of Rare Earth
gregtech:compressed_16:0, Block of Polydimethylsiloxane
gregtech:compressed_16:1, Block of Polystyrene
gregtech:compressed_16:2, Block of Raw Styrene-Butadiene Rubber
gregtech:compressed_16:3, Block of Styrene-Butadiene Rubber
gregtech:compressed_16:4, Block of Potash
gregtech:compressed_16:5, Block of Soda Ash
gregtech:compressed_16:6, Block of Gallium Arsenide
gregtech:compressed_16:7, Block of Polyphenylene Sulfide
gregtech:compressed_16:8, Block of Indium Gallium Phosphide
gregtech:compressed_16:9, Block of Platinum Group Sludge
gregtech:compressed_16:10, Block of Ferrite Mixture
gregtech:compressed_16:11, Block of Nickel Zinc Ferrite
gregtech:compressed_16:12, Block of Granite
gregtech:compressed_16:13, Block of Magnesia
gregtech:compressed_16:14, Block of Phosphorous Pentoxide
gregtech:compressed_16:15, Block of Fiber-Reinforced Epoxy Resin
gregtech:compressed_0:0, Block of Aluminium
gregtech:compressed_0:1, Block of Americium
gregtech:compressed_0:2, Block of Antimony
gregtech:compressed_0:3, Block of Arsenic
gregtech:compressed_0:4, Block of Barium
gregtech:compressed_0:5, Block of Beryllium
gregtech:compressed_0:6, Block of Bismuth
gregtech:compressed_0:7, Block of Boron
gregtech:compressed_0:8, Block of Caesium
gregtech:compressed_0:9, Block of Calcium
gregtech:compressed_0:10, Block of Carbon
gregtech:compressed_0:11, Block of Cadmium
gregtech:compressed_0:12, Block of Cerium
gregtech:compressed_0:13, Block of Chrome
gregtech:compressed_0:14, Block of Cobalt
gregtech:compressed_0:15, Block of Copper
gregtech:compressed_4:0, Block of Zinc
gregtech:compressed_4:1, Block of Almandine
gregtech:compressed_4:2, Block of Andradite
gregtech:compressed_4:3, Block of Annealed Copper
gregtech:compressed_4:4, Block of Asbestos
gregtech:compressed_4:5, Block of Ashes
gregtech:compressed_4:6, Block of Banded Iron
gregtech:compressed_4:7, Block of Battery Alloy
gregtech:compressed_4:8, Block of Blue Topaz
gregtech:compressed_4:9, Block of Brass
gregtech:compressed_4:10, Block of Bronze
gregtech:compressed_4:11, Block of Brown Limonite
gregtech:compressed_4:12, Block of Calcite
gregtech:compressed_4:13, Block of Cassiterite
gregtech:compressed_4:14, Block of Cassiterite Sand
gregtech:compressed_4:15, Block of Chalcopyrite
gregtech:compressed_6:0, Block of Invar
gregtech:compressed_6:1, Block of Kanthal
gregtech:compressed_6:2, Block of Lazurite
gregtech:compressed_6:3, Block of Magnalium
gregtech:compressed_6:4, Block of Magnesite
gregtech:compressed_6:5, Block of Magnetite
gregtech:compressed_6:6, Block of Molybdenite
gregtech:compressed_6:7, Block of Nichrome
gregtech:compressed_6:8, Block of Niobium Nitride
gregtech:compressed_6:9, Block of Niobium-Titanium
gregtech:compressed_6:10, Block of Obsidian
gregtech:compressed_6:11, Block of Phosphate
gregtech:compressed_6:12, Block of Pig Iron
gregtech:compressed_6:13, Block of Polyethylene
gregtech:compressed_6:14, Block of Epoxy Resin
gregtech:compressed_6:15, Block of Polysiloxane
gregtech:compressed_9:0, Block of Wulfenite
gregtech:compressed_9:1, Block of Yellow Limonite
gregtech:compressed_9:2, Block of Yttrium Barium Cuprate
gregtech:compressed_9:3, Block of Certus Quartz
gregtech:compressed_9:4, Block of Quartzite
gregtech:compressed_9:5, Block of Graphite
gregtech:compressed_9:6, Block of Graphene
gregtech:compressed_9:7, Block of Jasper
gregtech:compressed_9:8, Block of Osmiridium
gregtech:compressed_9:9, Block of Perlite
gregtech:compressed_9:10, Block of Lignite Coal
gregtech:compressed_9:11, Block of Olivine
gregtech:compressed_9:12, Block of Opal
gregtech:compressed_9:13, Block of Amethyst
gregtech:compressed_9:14, Block of Enderpearl
gregtech:compressed_9:15, Block of Endereye
gregtech:compressed_7:0, Block of Polycaprolactam
gregtech:compressed_7:1, Block of Polytetrafluoroethylene
gregtech:compressed_7:2, Block of Powellite
gregtech:compressed_7:3, Block of Pyrite
gregtech:compressed_7:4, Block of Pyrolusite
gregtech:compressed_7:5, Block of Pyrope
gregtech:compressed_7:6, Block of Rock Salt
gregtech:compressed_7:7, Block of Rubber
gregtech:compressed_7:8, Block of Ruby
gregtech:compressed_7:9, Block of Salt
gregtech:compressed_7:10, Block of Saltpeter
gregtech:compressed_7:11, Block of Sapphire
gregtech:compressed_7:12, Block of Scheelite
gregtech:compressed_7:13, Block of Silicon Dioxide
gregtech:compressed_7:14, Block of Sodalite
gregtech:compressed_7:15, Block of Sodium Sulfide
gregtech:compressed_3:0, Block of Silver
gregtech:compressed_3:1, Block of Sodium
gregtech:compressed_3:2, Block of Strontium
gregtech:compressed_3:3, Block of Sulfur
gregtech:compressed_3:4, Block of Tantalum
gregtech:compressed_3:5, Block of Tellurium
gregtech:compressed_3:6, Block of Terbium
gregtech:compressed_3:7, Block of Thorium
gregtech:compressed_3:8, Block of Thulium
gregtech:compressed_3:9, Block of Tin
gregtech:compressed_3:10, Block of Titanium
gregtech:compressed_3:11, Block of Tungsten
gregtech:compressed_3:12, Block of Uranium 238
gregtech:compressed_3:13, Block of Uranium 235
gregtech:compressed_3:14, Block of Vanadium
gregtech:compressed_3:15, Block of Yttrium
gregtech:compressed_8:0, Block of Soldering Alloy
gregtech:compressed_8:1, Block of Spessartine
gregtech:compressed_8:2, Block of Sphalerite
gregtech:compressed_8:3, Block of Stainless Steel
gregtech:compressed_8:4, Block of Steel
gregtech:compressed_8:5, Block of Stibnite
gregtech:compressed_8:6, Block of Tanzanite
gregtech:compressed_8:7, Block of Tetrahedrite
gregtech:compressed_8:8, Block of Tin Alloy
gregtech:compressed_8:9, Block of Topaz
gregtech:compressed_8:10, Block of Tungstate
gregtech:compressed_8:11, Block of Ultimet
gregtech:compressed_8:12, Block of Uraninite
gregtech:compressed_8:13, Block of Uvarovite
gregtech:compressed_8:14, Block of Vanadium-Gallium
gregtech:compressed_8:15, Block of Wrought Iron
gregtech:compressed_13:0, Block of Malachite
gregtech:compressed_13:1, Block of Mirabilite
gregtech:compressed_13:2, Block of Mica
gregtech:compressed_13:3, Block of Trona
gregtech:compressed_13:4, Block of Barite
gregtech:compressed_13:5, Block of Gypsum
gregtech:compressed_13:6, Block of Alunite
gregtech:compressed_13:7, Block of Dolomite
gregtech:compressed_13:8, Block of Wollastonite
gregtech:compressed_13:9, Block of Zeolite
gregtech:compressed_13:10, Block of Kyanite
gregtech:compressed_13:11, Block of Kaolinite
gregtech:compressed_13:12, Block of Talc
gregtech:compressed_13:13, Block of Soapstone
gregtech:compressed_13:14, Block of Magnetic Iron
gregtech:compressed_13:15, Block of Magnetic Steel
gregtech:compressed_10:0, Block of Flint
gregtech:compressed_10:1, Block of Diatomite
gregtech:compressed_10:2, Block of Niter
gregtech:compressed_10:3, Block of Tantalite
gregtech:compressed_10:4, Block of Hydrated Coal
gregtech:compressed_10:5, Block of Apatite
gregtech:compressed_10:6, Block of Sterling Silver
gregtech:compressed_10:7, Block of Rose Gold
gregtech:compressed_10:8, Block of Black Bronze
gregtech:compressed_10:9, Block of Bismuth Bronze
gregtech:compressed_10:10, Block of Black Steel
gregtech:compressed_10:11, Block of Red Steel
gregtech:compressed_10:12, Block of Blue Steel
gregtech:compressed_10:13, Block of Damascus Steel
gregtech:compressed_10:14, Block of Tungstensteel
gregtech:compressed_10:15, Block of Red Alloy
gregtech:compressed_2:0, Block of Darmstadtium
gregtech:compressed_2:1, Block of Nickel
gregtech:compressed_2:2, Block of Niobium
gregtech:compressed_2:3, Block of Osmium
gregtech:compressed_2:4, Block of Palladium
gregtech:compressed_2:5, Block of Phosphorus
gregtech:compressed_2:6, Block of Platinum
gregtech:compressed_2:7, Block of Plutonium 244
gregtech:compressed_2:8, Block of Plutonium 241
gregtech:compressed_2:9, Block of Potassium
gregtech:compressed_2:10, Block of Praseodymium
gregtech:compressed_2:11, Block of Promethium
gregtech:compressed_2:12, Block of Rubidium
gregtech:compressed_2:13, Block of Samarium
gregtech:compressed_2:14, Block of Scandium
gregtech:compressed_2:15, Block of Silicon
gregtech:compressed_11:0, Block of Cobalt Brass
gregtech:compressed_11:1, Block of Phosphor
gregtech:compressed_11:2, Block of Basalt
gregtech:compressed_11:3, Block of Andesite
gregtech:compressed_11:4, Block of Diorite
gregtech:compressed_11:5, Block of Red Garnet
gregtech:compressed_11:6, Block of Yellow Garnet
gregtech:compressed_11:7, Block of Sugar
gregtech:compressed_11:8, Block of Vinteum
gregtech:compressed_11:9, Block of Redrock
